q,latitude,longitude,result_label,result_score,result_score_next,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
30 AVENUE DU PLESSIS 92350 LE PLESSIS ROBINSON Hauts-de-Seine,48.78317,2.278129,30 Avenue du Plessis 92350 Le Plessis-Robinson,0.7364954545454545,0.6060854545454545,housenumber,92060_7165_00030,30,30 Avenue du Plessis,Avenue du Plessis,92350,Le Plessis-Robinson,"92, Hauts-de-Seine, Île-de-France",92060,,,,ok
10 GRANDE RUE 78240 CHAMBOURCY Yvelines,48.905099,2.040993,10 Grande Rue 78240 Chambourcy,0.7489426315789474,0.5093926929674099,housenumber,78133_0065_00010,10,10 Grande Rue,Grande Rue,78240,Chambourcy,"78, Yvelines, Île-de-France",78133,,,,ok
8 PLACE DES COPAINS D ABORD 91080 COURCOURONNES Essonne,48.628616,2.417955,8 Place des Copains d'Abord 91080 Évry-Courcouronnes,0.794129843260188,,housenumber,91228_3217_00008,8,8 Place des Copains d'Abord,Place des Copains d'Abord,91080,Évry-Courcouronnes,"91, Essonne, Île-de-France",91228,91182,Courcouronnes,,ok
Domaine DE MONTJOYE 78120 CLAIREFONTAINE EN YVELINES Yvelines,48.6113,1.927943,Chemin Montjoie 78120 Clairefontaine-en-Yvelines,0.5782972048846675,,street,78164_0155,,Chemin Montjoie,Chemin Montjoie,78120,Clairefontaine-en-Yvelines,"78, Yvelines, Île-de-France",78164,,,,ok
40 Avenue DE VERDUN 94000 CRETEIL Val-de-Marne,48.797697,2.46454,40 Avenue de Verdun 94000 Créteil,0.7105473737373736,,housenumber,94028_9618_00040,40,40 Avenue de Verdun,Avenue de Verdun,94000,Créteil,"94, Val-de-Marne, Île-de-France",94028,,,,ok
39 RUE CHARLES DE GAULLE 91440 BURES SUR YVETTE Essonne,48.69717,2.164656,39 Rue Charles de Gaulle 91440 Bures-sur-Yvette,0.8344262289562289,,housenumber,91122_0350_00039,39,39 Rue Charles de Gaulle,Rue Charles de Gaulle,91440,Bures-sur-Yvette,"91, Essonne, Île-de-France",91122,,,,ok
10 RUE DE SEZE 75009 PARIS Paris,48.870316,2.327067,10 Rue de Sèze 75009 Paris,0.7910451026392961,,housenumber,75109_8959_00010,10,10 Rue de Sèze,Rue de Sèze,75009,Paris,"75, Paris, Île-de-France",75109,,,Paris 9e Arrondissement,ok
6 RUE DES ECOLES 91530 ST CHERON Essonne,48.554965,2.125057,6 Rue des Ecoles 91530 Saint-Chéron,0.6808094714587738,,housenumber,91540_0073_00006,6,6 Rue des Ecoles,Rue des Ecoles,91530,Saint-Chéron,"91, Essonne, Île-de-France",91540,,,,ok
45 Rue DES SAINTS PERES 75006 PARIS Paris,48.85554,2.331294,45 Rue des Saints-Pères 75006 Paris,0.8329536363636363,0.6279442148760329,housenumber,75106_8767_00045,45,45 Rue des Saints-Pères,Rue des Saints-Pères,75006,Paris,"75, Paris, Île-de-France",75106,,,Paris 6e Arrondissement,ok
39 BOULEVARD DU ROI 78000 VERSAILLES Yvelines,48.81432,2.128113,39 Boulevard du Roi 78000 Versailles,0.7875350413223139,0.3846018660287081,housenumber,78646_2641_00039,39,39 Boulevard du Roi,Boulevard du Roi,78000,Versailles,"78, Yvelines, Île-de-France",78646,,,,ok
14 RUE DE L ABBAYE 92160 ANTONY Hauts-de-Seine,48.751929,2.297884,14 Rue de l'Abbaye 92160 Antony,0.6685942424242424,0.6294799821746879,housenumber,92002_0011_00014,14,14 Rue de l'Abbaye,Rue de l'Abbaye,92160,Antony,"92, Hauts-de-Seine, Île-de-France",92002,,,,ok
14 RUE ABEL FAUVEAU 95170 DEUIL LA BARRE Val-d'Oise,48.961565,2.327114,14 Rue Abel Fauveau 95170 Deuil-la-Barre,0.7680918181818182,,housenumber,95197_0010_00014,14,14 Rue Abel Fauveau,Rue Abel Fauveau,95170,Deuil-la-Barre,"95, Val-d'Oise, Île-de-France",95197,,,,ok
2 RUE LECHAPPE 78290 CROISSY SUR SEINE Yvelines,48.878586,2.144859,2 Rue Lechappe 78290 Croissy-sur-Seine,0.777088023715415,,housenumber,78190_0205_00002,2,2 Rue Lechappe,Rue Lechappe,78290,Croissy-sur-Seine,"78, Yvelines, Île-de-France",78190,,,,ok
2 Mail DE L'EGALITE 93120 LA COURNEUVE Seine-Saint-Denis,48.925634,2.390983,2 Mail de l’Egalite 93120 La Courneuve,0.6627757024793388,,housenumber,93027_3150_00002,2,2 Mail de l’Egalite,Mail de l’Egalite,93120,La Courneuve,"93, Seine-Saint-Denis, Île-de-France",93027,,,,ok
26 C RUE DU MOUTIERS 77230 ST MARD Seine-et-Marne,49.037051,2.68891,Rue du Moutiers 77230 Saint-Mard,0.5520432798573974,,street,77420_0380,,Rue du Moutiers,Rue du Moutiers,77230,Saint-Mard,"77, Seine-et-Marne, Île-de-France",77420,,,,ok
2 RUE ARTHUR RIMBAUD 93140 BONDY Seine-Saint-Denis,48.904928,2.479216,2 Rue Arthur Rimbaud 93140 Bondy,0.6296082374768088,0.5139045111492281,housenumber,93010_0067_00002,2,2 Rue Arthur Rimbaud,Rue Arthur Rimbaud,93140,Bondy,"93, Seine-Saint-Denis, Île-de-France",93010,,,,ok
40 RUE RIEUSSEC 78220 VIROFLAY Yvelines,48.801658,2.170757,40 Rue Rieussec 78220 Viroflay,0.7510417224880382,,housenumber,78686_1130_00040,40,40 Rue Rieussec,Rue Rieussec,78220,Viroflay,"78, Yvelines, Île-de-France",78686,,,,ok
8 AVENUE DE L EUROPE 95600 EAUBONNE Val-d'Oise,48.991503,2.275724,8 Avenue de l'Europe 95600 Eaubonne,0.7413786868686868,,housenumber,95203_0684_00008,8,8 Avenue de l'Europe,Avenue de l'Europe,95600,Eaubonne,"95, Val-d'Oise, Île-de-France",95203,,,,ok
6 PLACE DU SOUVENIR 77550 MOISSY CRAMAYEL Seine-et-Marne,48.627022,2.592998,6 Place du Souvenir 77550 Moissy-Cramayel,0.7132988429752065,,housenumber,77296_3000_00006,6,6 Place du Souvenir,Place du Souvenir,77550,Moissy-Cramayel,"77, Seine-et-Marne, Île-de-France",77296,,,,ok
3 AVENUE REILLE 75014 PARIS Paris,48.82589,2.341369,3 Avenue Reille 75014 Paris,0.8064154545454545,0.5627187081339713,housenumber,75114_8105_00003,3,3 Avenue Reille,Avenue Reille,75014,Paris,"75, Paris, Île-de-France",75114,,,Paris 14e Arrondissement,ok
40 RUE WORTH 92150 SURESNES Hauts-de-Seine,48.87121,2.221255,40 Rue Worth 92150 Suresnes,0.6376257649667405,,housenumber,92073_9940_00040,40,40 Rue Worth,Rue Worth,92150,Suresnes,"92, Hauts-de-Seine, Île-de-France",92073,,,,ok
44 Rue CHARLES MOUREU 75013 PARIS Paris,48.828773,2.36111,44 Rue Charles Moureu 75013 Paris,0.8286429665071768,,housenumber,75113_1864_00044,44,44 Rue Charles Moureu,Rue Charles Moureu,75013,Paris,"75, Paris, Île-de-France",75113,,,Paris 13e Arrondissement,ok
20 Rue D ALGER 78100 ST GERMAIN EN LAYE Yvelines,48.899985,2.084862,20 Rue d'Alger 78100 Saint-Germain-en-Laye,0.7500172727272727,,housenumber,78551_0060_00020,20,20 Rue d'Alger,Rue d'Alger,78100,Saint-Germain-en-Laye,"78, Yvelines, Île-de-France",78551,78551,Saint-Germain-en-Laye,,ok
71 Avenue DU GENERAL LECLERC 75014 PARIS Paris,48.828409,2.327651,71 Avenue du Général Leclerc 75014 Paris,0.8592915151515151,,housenumber,75114_4063_00071,71,71 Avenue du Général Leclerc,Avenue du Général Leclerc,75014,Paris,"75, Paris, Île-de-France",75114,,,Paris 14e Arrondissement,ok
13 RUE VACHERESSE 77400 LAGNY SUR MARNE Seine-et-Marne,48.876806,2.702856,13 Rue Vacheresse 77400 Lagny-sur-Marne,0.708104665523156,,housenumber,77243_1870_00013,13,13 Rue Vacheresse,Rue Vacheresse,77400,Lagny-sur-Marne,"77, Seine-et-Marne, Île-de-France",77243,,,,ok
11 RUE SEVERINE 78800 HOUILLES Yvelines,48.926015,2.192054,11 Rue Severine 78800 Houilles,0.7507444497607655,,housenumber,78311_1980_00011,11,11 Rue Severine,Rue Severine,78800,Houilles,"78, Yvelines, Île-de-France",78311,,,,ok
3 RUE GASTON DARBOUX 75018 PARIS Paris,48.899129,2.369839,3 Rue Gaston Darboux 75018 Paris,0.8250916707616707,,housenumber,75118_3973_00003,3,3 Rue Gaston Darboux,Rue Gaston Darboux,75018,Paris,"75, Paris, Île-de-France",75118,,,Paris 18e Arrondissement,ok
218 RUE SAINT JACQUES 75005 PARIS Paris,48.845059,2.342327,218 Rue Saint-Jacques 75005 Paris,0.8342375119617224,0.6090369696969696,housenumber,75105_8648_00218,218,218 Rue Saint-Jacques,Rue Saint-Jacques,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
128 BOULEVARD MACDONALD 75019 PARIS Paris,48.899071,2.380432,128 Boulevard Macdonald 75019 Paris,0.8475554545454544,,housenumber,75119_5876_00128,128,128 Boulevard Macdonald,Boulevard Macdonald,75019,Paris,"75, Paris, Île-de-France",75119,,,Paris 19e Arrondissement,ok
2 RUE RASPAIL 93400 ST OUEN Seine-Saint-Denis,48.904562,2.331084,2 Rue Raspail 93400 Saint-Ouen-sur-Seine,0.7550967698259187,,housenumber,93070_8120_00002,2,2 Rue Raspail,Rue Raspail,93400,Saint-Ouen-sur-Seine,"93, Seine-Saint-Denis, Île-de-France",93070,,,,ok
6 RUE D EMERY 77184 EMERAINVILLE Seine-et-Marne,48.812656,2.622915,6 Rue d’Emery 77184 Émerainville,0.663773675889328,,housenumber,77169_0160_00006,6,6 Rue d’Emery,Rue d’Emery,77184,Émerainville,"77, Seine-et-Marne, Île-de-France",77169,,,,ok
30 AVENUE DE LA REPUBLIQUE 92120 MONTROUGE Hauts-de-Seine,48.819749,2.3203,30 Avenue de la République 92120 Montrouge,0.7325016883116883,0.5361992399403874,housenumber,92049_8160_00030,30,30 Avenue de la République,Avenue de la République,92120,Montrouge,"92, Hauts-de-Seine, Île-de-France",92049,,,,ok
2 RUE DE TURIN 75008 PARIS Paris,48.879556,2.325534,2 Rue de Turin 75008 Paris,0.7923196480938416,,housenumber,75108_9510_00002,2,2 Rue de Turin,Rue de Turin,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
44 Rue D AMSTERDAM 75311 PARIS CEDEX 09 Paris,48.878401,2.32706,44 Rue d'Amsterdam 75009 Paris,0.5961259288537549,0.4771857575757575,housenumber,75109_0300_00044,44,44 Rue d'Amsterdam,Rue d'Amsterdam,75009,Paris,"75, Paris, Île-de-France",75109,,,Paris 9e Arrondissement,ok
17 AVENUE HENRI BARBUSSE 93700 DRANCY Seine-Saint-Denis,48.915594,2.442414,17 Avenue Henri Barbusse 93700 Drancy,0.6766560606060605,,housenumber,93029_4425_00017,17,17 Avenue Henri Barbusse,Avenue Henri Barbusse,93700,Drancy,"93, Seine-Saint-Denis, Île-de-France",93029,,,,ok
60 RUE DE MONTREUIL 94300 VINCENNES Val-de-Marne,48.847776,2.434755,60 Rue de Montreuil 94300 Vincennes,0.72324750483559,,housenumber,94080_6180_00060,60,60 Rue de Montreuil,Rue de Montreuil,94300,Vincennes,"94, Val-de-Marne, Île-de-France",94080,,,,ok
15 AVENUE EDOUARD GOURDON 77330 OZOIR LA FERRIERE Seine-et-Marne,48.773188,2.679203,15 Avenue Edouard Gourdon 77330 Ozoir-la-Ferrière,0.7521334199134199,,housenumber,77350_0200_00015,15,15 Avenue Edouard Gourdon,Avenue Edouard Gourdon,77330,Ozoir-la-Ferrière,"77, Seine-et-Marne, Île-de-France",77350,,,,ok
21 BIS RUE DE MONTMORENCY 95230 SOISY SOUS MONTMORENCY Val-d'Oise,48.988471,2.304041,21bis Rue de Montmorency 95230 Soisy-sous-Montmorency,0.7742530769230769,0.5740876470588234,housenumber,95598_1050_00021_bis,21bis,21bis Rue de Montmorency,Rue de Montmorency,95230,Soisy-sous-Montmorency,"95, Val-d'Oise, Île-de-France",95598,,,,ok
62 AVENUE DE LA GRANDE ARMEE 75017 PARIS Paris,48.876911,2.286317,62 Avenue de la Grande Armée 75017 Paris,0.8544096969696969,0.6055718181818182,housenumber,75117_4271_00062,62,62 Avenue de la Grande Armée,Avenue de la Grande Armée,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
12 AVENUE DE LA COMMUNE DE PARIS 95140 GARGES LES GONESSE Val-d'Oise,48.971168,2.398985,12 Avenue de la Commune de Paris 95140 Garges-lès-Gonesse,0.8192553595658072,,housenumber,95268_0139_00012,12,12 Avenue de la Commune de Paris,Avenue de la Commune de Paris,95140,Garges-lès-Gonesse,"95, Val-d'Oise, Île-de-France",95268,,,,ok
1 BIS RUE LOUIS BLERIOT 91630 MAROLLES EN HUREPOIX Essonne,48.564695,2.302121,1bis Rue Louis Blériot 91630 Marolles-en-Hurepoix,0.7832307523510972,,housenumber,91376_0092_00001_bis,1bis,1bis Rue Louis Blériot,Rue Louis Blériot,91630,Marolles-en-Hurepoix,"91, Essonne, Île-de-France",91376,,,,ok
20 RUE JEAN JAURES 93130 NOISY LE SEC Seine-Saint-Denis,48.891173,2.454455,20 Rue Jean Jaurès 93130 Noisy-le-Sec,0.6717924242424241,0.5245215716486903,housenumber,93053_4730_00020,20,20 Rue Jean Jaurès,Rue Jean Jaurès,93130,Noisy-le-Sec,"93, Seine-Saint-Denis, Île-de-France",93053,,,,ok
30 RUE DES SAINTS PERES 75007 PARIS Paris,48.855382,2.330825,30 Rue des Saints-Pères 75007 Paris,0.8337672727272726,0.4172098752228164,housenumber,75107_8767_00030,30,30 Rue des Saints-Pères,Rue des Saints-Pères,75007,Paris,"75, Paris, Île-de-France",75107,,,Paris 7e Arrondissement,ok
5 RUE NICOLAS D ANGENNES 78120 RAMBOUILLET Yvelines,48.646245,1.819927,5 Rue Nicolas d'Angennes 78120 Rambouillet,0.7968363636363636,,housenumber,78517_0579_00005,5,5 Rue Nicolas d'Angennes,Rue Nicolas d'Angennes,78120,Rambouillet,"78, Yvelines, Île-de-France",78517,,,,ok
147 BIS Rue Charles de Gaulle 94350 VILLIERS SUR MARNE Val-de-Marne,48.827017,2.54999,147bis Rue du Général de Gaulle 94350 Villiers-sur-Marne,0.6443273955773955,0.45166492822966503,housenumber,94079_0500_00147_bis,147bis,147bis Rue du Général de Gaulle,Rue du Général de Gaulle,94350,Villiers-sur-Marne,"94, Val-de-Marne, Île-de-France",94079,,,,ok
8 RUE DU ROUILLON 91160 BALLAINVILLIERS Essonne,48.67662,2.293122,8 Rue du Rouillon 91160 Ballainvilliers,0.7982363241106719,0.5369373607038121,housenumber,91044_0197_00008,8,8 Rue du Rouillon,Rue du Rouillon,91160,Ballainvilliers,"91, Essonne, Île-de-France",91044,,,,ok
46 AVENUE DE FLANDRE 75019 PARIS Paris,48.887148,2.372909,46 Avenue de Flandre 75019 Paris,0.8357289434889434,0.5827087012987012,housenumber,75119_3659_00046,46,46 Avenue de Flandre,Avenue de Flandre,75019,Paris,"75, Paris, Île-de-France",75119,,,Paris 19e Arrondissement,ok
128 RUE MARIUS AUFAN 92300 LEVALLOIS PERRET Hauts-de-Seine,48.894693,2.28122,128 Rue Marius Aufan 92300 Levallois-Perret,0.7369991866028707,,housenumber,92044_6140_00128,128,128 Rue Marius Aufan,Rue Marius Aufan,92300,Levallois-Perret,"92, Hauts-de-Seine, Île-de-France",92044,,,,ok
4 PLACE DES 4 SAISONS 91270 VIGNEUX SUR SEINE Essonne,48.68981,2.439315,4 Place des Quatre Saisons 91270 Vigneux-sur-Seine,0.7260548275862069,,housenumber,91657_2991_00004,4,4 Place des Quatre Saisons,Place des Quatre Saisons,91270,Vigneux-sur-Seine,"91, Essonne, Île-de-France",91657,,,,ok
46 RUE DE PARIS 93260 LES LILAS Seine-Saint-Denis,48.878405,2.41215,46 Rue de Paris 93260 Les Lilas,0.6313563636363636,,housenumber,93045_7125_00046,46,46 Rue de Paris,Rue de Paris,93260,Les Lilas,"93, Seine-Saint-Denis, Île-de-France",93045,,,,ok
12 RUE LAHIRE 75013 PARIS Paris,48.829821,2.366518,12 Rue Lahire 75013 Paris,0.7918581818181818,,housenumber,75113_5270_00012,12,12 Rue Lahire,Rue Lahire,75013,Paris,"75, Paris, Île-de-France",75113,,,Paris 13e Arrondissement,ok
46 RUE D AVRON 75020 PARIS Paris,48.851966,2.402515,46 Rue d'Avron 75020 Paris,0.8066796480938415,,housenumber,75120_0610_00046,46,46 Rue d'Avron,Rue d'Avron,75020,Paris,"75, Paris, Île-de-France",75120,,,Paris 20e Arrondissement,ok
24 RUE DE L EST 75020 PARIS Paris,48.871126,2.393389,24 Rue de l'Est 75020 Paris,0.802780909090909,0.5924090909090908,housenumber,75120_3370_00024,24,24 Rue de l'Est,Rue de l'Est,75020,Paris,"75, Paris, Île-de-France",75120,,,Paris 20e Arrondissement,ok
128 BOULEVARD MACDONALD 75019 PARIS Paris,48.899071,2.380432,128 Boulevard Macdonald 75019 Paris,0.8475554545454544,,housenumber,75119_5876_00128,128,128 Boulevard Macdonald,Boulevard Macdonald,75019,Paris,"75, Paris, Île-de-France",75119,,,Paris 19e Arrondissement,ok
2 RUE POLLET 93600 AULNAY SOUS BOIS Seine-Saint-Denis,48.946712,2.500072,2 Rue Pollet 93600 Aulnay-sous-Bois,0.6610019580419579,,housenumber,93005_2880_00002,2,2 Rue Pollet,Rue Pollet,93600,Aulnay-sous-Bois,"93, Seine-Saint-Denis, Île-de-France",93005,,,,ok
38 RUE DE LA CROIX BOISSEE 91760 ITTEVILLE Essonne,48.511215,2.344036,38 Rue de la Croix Boissee 91760 Itteville,0.8120924489795919,,housenumber,91315_0040_00038,38,38 Rue de la Croix Boissee,Rue de la Croix Boissee,91760,Itteville,"91, Essonne, Île-de-France",91315,,,,ok
19 PLACE DE LA MAIRIE 78117 CHATEAUFORT Yvelines,48.733422,2.092766,Place de la Trinite 78117 Châteaufort,0.5782589510489511,0.5318843739279588,street,78143_0034,,Place de la Trinite,Place de la Trinite,78117,Châteaufort,"78, Yvelines, Île-de-France",78143,,,,ok
1 Rue THEODRADE 95100 ARGENTEUIL Val-d'Oise,48.962466,2.270473,1 Rue de Jolival 95100 Argenteuil,0.5923518955512573,0.5732968085106382,housenumber,95018_2850_00001,1,1 Rue de Jolival,Rue de Jolival,95100,Argenteuil,"95, Val-d'Oise, Île-de-France",95018,,,,ok
9 SENTE DES DOREES 75019 PARIS Paris,48.887104,2.393619,9 Sente des Dorées 75019 Paris,0.8169540259740259,,housenumber,75119_2902_00009,9,9 Sente des Dorées,Sente des Dorées,75019,Paris,"75, Paris, Île-de-France",75119,,,Paris 19e Arrondissement,ok
194 AVENUE DAUMESNIL 75012 PARIS Paris,48.83811,2.398985,194 Avenue Daumesnil 75012 Paris,0.8370434889434889,0.516300909090909,housenumber,75112_2584_00194,194,194 Avenue Daumesnil,Avenue Daumesnil,75012,Paris,"75, Paris, Île-de-France",75112,,,Paris 12e Arrondissement,ok
30 RUE DE CHARONNE 75011 PARIS Paris,48.853238,2.375911,30 Rue de Charonne 75011 Paris,0.8263349350649349,0.5765977589852008,housenumber,75111_1888_00030,30,30 Rue de Charonne,Rue de Charonne,75011,Paris,"75, Paris, Île-de-France",75111,,,Paris 11e Arrondissement,ok
69 RUE ALFRED LABRIERE 95100 ARGENTEUIL Val-d'Oise,48.948265,2.253579,69 Rue Alfred Labrierre 95100 Argenteuil,0.7573063636363636,0.7002124675324675,housenumber,95018_0102_00069,69,69 Rue Alfred Labrierre,Rue Alfred Labrierre,95100,Argenteuil,"95, Val-d'Oise, Île-de-France",95018,,,,ok
67 ROUTE DE CORBEIL 91160 LONGJUMEAU Essonne,48.688773,2.302247,67 Route de Corbeil 91160 Longjumeau,0.8016322621564481,0.6325518181818182,housenumber,91345_0380_00067,67,67 Route de Corbeil,Route de Corbeil,91160,Longjumeau,"91, Essonne, Île-de-France",91345,,,,ok
34 RUE JEAN JAURES 94000 CRETEIL Val-de-Marne,48.793841,2.455929,34 Rue Jean Jaurès 94000 Créteil,0.7071676859504132,,housenumber,94028_4720_00034,34,34 Rue Jean Jaurès,Rue Jean Jaurès,94000,Créteil,"94, Val-de-Marne, Île-de-France",94028,,,,ok
17 AVENUE HENRI BARBUSSE 93700 DRANCY Seine-Saint-Denis,48.915594,2.442414,17 Avenue Henri Barbusse 93700 Drancy,0.6766560606060605,,housenumber,93029_4425_00017,17,17 Avenue Henri Barbusse,Avenue Henri Barbusse,93700,Drancy,"93, Seine-Saint-Denis, Île-de-France",93029,,,,ok
70 PLACE LOUVOIS 78140 VELIZY VILLACOUBLAY Yvelines,48.780713,2.196995,70 Place Louvois 78140 Vélizy-Villacoublay,0.8039518181818182,0.6450183216783216,housenumber,78640_0394_00070,70,70 Place Louvois,Place Louvois,78140,Vélizy-Villacoublay,"78, Yvelines, Île-de-France",78640,,,,ok
54 RUE VIGNERONDE 95100 ARGENTEUIL Val-d'Oise,48.952612,2.251772,54 Rue Vigneronde 95100 Argenteuil,0.7474018181818182,,housenumber,95018_5290_00054,54,54 Rue Vigneronde,Rue Vigneronde,95100,Argenteuil,"95, Val-d'Oise, Île-de-France",95018,,,,ok
43 Avenue KARL MARX 94800 VILLEJUIF Val-de-Marne,48.784505,2.364631,43 Avenue Karl Marx 94800 Villejuif,0.7149738684719535,,housenumber,94076_4830_00043,43,43 Avenue Karl Marx,Avenue Karl Marx,94800,Villejuif,"94, Val-de-Marne, Île-de-France",94076,,,,ok
155 Rue DU FAUBOURG SAINT ANTOINE 75011 PARIS Paris,48.850657,2.379353,155 Rue du Faubourg Saint-Antoine 75011 Paris,0.8721018181818182,,housenumber,75111_3514_00155,155,155 Rue du Faubourg Saint-Antoine,Rue du Faubourg Saint-Antoine,75011,Paris,"75, Paris, Île-de-France",75111,,,Paris 11e Arrondissement,ok
7 RUE DU DEBARCADERE 93500 PANTIN Seine-Saint-Denis,48.897592,2.397584,7 Rue du Débarcadère 93500 Pantin,0.63501,,housenumber,93055_2530_00007,7,7 Rue du Débarcadère,Rue du Débarcadère,93500,Pantin,"93, Seine-Saint-Denis, Île-de-France",93055,,,,ok
6 Rue DU CYGNE 93200 ST DENIS Seine-Saint-Denis,48.935441,2.357279,6 Rue du Cygne 93200 Saint-Denis,0.670533675889328,,housenumber,93066_1598_00006,6,6 Rue du Cygne,Rue du Cygne,93200,Saint-Denis,"93, Seine-Saint-Denis, Île-de-France",93066,,,,ok
85 BOULEVARD DE PORT ROYAL 75013 PARIS Paris,48.837953,2.343058,85 Boulevard de Port-Royal 75013 Paris,0.8483564693446087,0.5552569696969696,housenumber,75113_7740_00085,85,85 Boulevard de Port-Royal,Boulevard de Port-Royal,75013,Paris,"75, Paris, Île-de-France",75113,,,Paris 13e Arrondissement,ok
55 Rue HENRI BARBUSSE 93300 AUBERVILLIERS Seine-Saint-Denis,48.905289,2.389393,55 Rue Henri Barbusse 93300 Aubervilliers,0.6957347021943573,,housenumber,93001_4475_00055,55,55 Rue Henri Barbusse,Rue Henri Barbusse,93300,Aubervilliers,"93, Seine-Saint-Denis, Île-de-France",93001,,,,ok
661 RESIDENCE DE LA BRETAGNE 77190 DAMMARIE LES LYS Seine-et-Marne,48.519756,2.635346,661 Residence de la Bretagne 77190 Dammarie-les-Lys,0.7486670629370629,0.57853868385346,housenumber,77152_a015_00661,661,661 Residence de la Bretagne,Residence de la Bretagne,77190,Dammarie-les-Lys,"77, Seine-et-Marne, Île-de-France",77152,,,,ok
44 RUE ARISTIDE BRIAND 78130 LES MUREAUX Yvelines,48.989244,1.911023,44 Rue Aristide Briand 78130 Les Mureaux,0.8006945454545454,,housenumber,78440_0050_00044,44,44 Rue Aristide Briand,Rue Aristide Briand,78130,Les Mureaux,"78, Yvelines, Île-de-France",78440,,,,ok
AVENUE DE CRESPIERES 78650 BEYNES Yvelines,48.858686,1.908557,Avenue de Crespieres 78650 Beynes,0.7646534589800443,,street,78062_0139,,Avenue de Crespieres,Avenue de Crespieres,78650,Beynes,"78, Yvelines, Île-de-France",78062,,,,ok
10 RUE BAZILE 91770 ST VRAIN Essonne,48.542352,2.332322,10 Rue Bazile 91770 Saint-Vrain,0.6550087878787878,,housenumber,91579_0015_00010,10,10 Rue Bazile,Rue Bazile,91770,Saint-Vrain,"91, Essonne, Île-de-France",91579,,,,ok
21 RUE VICTOR HUGO 92400 COURBEVOIE Hauts-de-Seine,48.893037,2.255005,21 Rue Victor Hugo 92400 Courbevoie,0.6962814100185528,0.5511825557461406,housenumber,92026_9641_00021,21,21 Rue Victor Hugo,Rue Victor Hugo,92400,Courbevoie,"92, Hauts-de-Seine, Île-de-France",92026,,,,ok
164 RUE MAURICE ARNOUX 92120 MONTROUGE Hauts-de-Seine,48.811333,2.308369,164 Rue Maurice Arnoux 92120 Montrouge,0.7114486013986013,,housenumber,92049_6150_00164,164,164 Rue Maurice Arnoux,Rue Maurice Arnoux,92120,Montrouge,"92, Hauts-de-Seine, Île-de-France",92049,,,,ok
13 Rue SADI CARNOT 93172 BAGNOLET CEDEX Seine-Saint-Denis,48.867338,2.417564,13 Rue Sadi Carnot 93170 Bagnolet,0.5359303448275862,,housenumber,93006_8510_00013,13,13 Rue Sadi Carnot,Rue Sadi Carnot,93170,Bagnolet,"93, Seine-Saint-Denis, Île-de-France",93006,,,,ok
64 BOULEVARD DE LA REPUBLIQUE 93190 LIVRY GARGAN Seine-Saint-Denis,48.905193,2.522583,64 Boulevard de la République 93190 Livry-Gargan,0.7209162937062936,,housenumber,93046_2160_00064,64,64 Boulevard de la République,Boulevard de la République,93190,Livry-Gargan,"93, Seine-Saint-Denis, Île-de-France",93046,,,,ok
31 RUE D ESTIENNE D ORVES 94300 VINCENNES Val-de-Marne,48.847036,2.432884,31 Rue d'Estienne d'Orves 94300 Vincennes,0.7419245283018868,,housenumber,94080_3150_00031,31,31 Rue d'Estienne d'Orves,Rue d'Estienne d'Orves,94300,Vincennes,"94, Val-de-Marne, Île-de-France",94080,,,,ok
4 RUE DE VERDUN 94190 VILLENEUVE ST GEORGES Val-de-Marne,48.730317,2.447546,4 Rue de Verdun 94190 Villeneuve-Saint-Georges,0.6842747765793529,,housenumber,94078_1720_00004,4,4 Rue de Verdun,Rue de Verdun,94190,Villeneuve-Saint-Georges,"94, Val-de-Marne, Île-de-France",94078,,,,ok
15 Rue DE L ATLAS 75019 PARIS Paris,48.874873,2.376117,15 Rue de l'Atlas 75019 Paris,0.8137340106951871,0.6195178321678321,housenumber,75119_0512_00015,15,15 Rue de l'Atlas,Rue de l'Atlas,75019,Paris,"75, Paris, Île-de-France",75119,,,Paris 19e Arrondissement,ok
10 BOULEVARD CHARLES DE GAULLE 92390 VILLENEUVE LA GARENNE Hauts-de-Seine,48.937234,2.330691,10 Boulevard Charles de Gaulle 92390 Villeneuve-la-Garenne,0.7800987878787878,0.5993455980861243,housenumber,92078_1449_00010,10,10 Boulevard Charles de Gaulle,Boulevard Charles de Gaulle,92390,Villeneuve-la-Garenne,"92, Hauts-de-Seine, Île-de-France",92078,,,,ok
26 RUE ARNOLD NETTER 75012 PARIS Paris,48.842745,2.405356,26 Avenue du Docteur Arnold Netter 75012 Paris,0.567237101200686,,housenumber,75112_2816_00026,26,26 Avenue du Docteur Arnold Netter,Avenue du Docteur Arnold Netter,75012,Paris,"75, Paris, Île-de-France",75112,,,Paris 12e Arrondissement,ok
